1_num	2_andr_10KHz_time_nanosec	3_andr_100KHz_time_nanosec	4_andr_1000KHz_time_nanosec	5_disc_10KHz_time_nanosec	6_disc_100KHz_time_nanosec	7_disc_1000KHz_time_nanosec	8_ram_10KHz_time_nanosec	9_two_10KHz_time_nanosec	10_two_100KHz_time_nanosec	11_two_1000KHz_time_nanosec
972	208420096	24410112	87589888	55419904	7990016	71200000	171459840	80179968	111890176	122530048
973	208119808	24039936	86050048	55120128	8380160	70850048	171110144	79930112	111740160	122200064
974	207830016	23539968	84509952	55080192	8100096	70560000	170800128	79749888	111590144	121889792
975	207490048	23170048	84109824	54780160	7990016	70259968	170670080	79579904	111419904	121590016
976	207200000	22880000	83670016	54449920	8150016	69959936	170039808	79369984	111259904	121289984
977	206860032	22590208	83369984	54099968	8079872	69659904	169829888	79209984	111110144	120999936
978	206560000	22289920	82999808	53820160	9899776	69370112	169740032	78990080	110960128	120670208
979	206260224	22870016	82630144	53629952	9449984	69070080	169090048	78810112	110790144	120359936
980	205720064	22360064	82289920	52320000	9159936	68770048	168559872	78640128	110530048	120049920
981	205369856	22009856	81990144	52240128	8770048	68440064	168440064	78479872	109839872	119750144
982	205030144	21530112	81700096	50660096	8229888	68150016	168339968	78269952	109549824	119450112
983	204669952	21179904	81309952	50540032	7650048	67849984	168030208	78100224	109110016	119119872
984	204379904	20119808	80890112	50449920	9229824	67510016	167909888	77929984	108450048	118820096
985	204070144	19820032	80410112	50390016	8829952	67200000	167589888	77750016	108019968	118500096
986	203780096	19520000	79469824	50300160	8529920	66899968	167270144	77550080	107630080	118179840
987	203489792	19230208	79100160	50220032	8200192	66590208	167140096	77369856	107360000	117870080
988	202670080	18940160	78109952	50320128	7820032	66289920	166829824	77159936	107179776	117570048
989	202360064	18649856	77689856	49979904	6609920	65999872	166609920	76989952	106820096	117279744
990	202059776	18150144	77370112	49890048	5880064	65700096	166320128	76839936	106409984	116979968
991	201769984	17750016	76760064	50019840	5459968	65410048	165990144	76679936	106020096	116580096
992	201459968	17110016	76390144	49920000	5289984	64610048	165799936	76509952	105600000	116190208
993	201149952	16760064	76080128	49760000	4869888	64290048	165629952	76349952	105379840	115820032
994	200859904	16349952	75680000	50750208	4509952	63980032	165440000	76109824	105159936	115800064
995	200389888	15699968	74490112	50590208	4130048	63689984	165270016	75940096	104979968	115479808
996	200080128	15270144	74020096	50519808	3630080	63390208	165110016	75760128	104829952	115190016
997	199790080	14690048	73590016	49840128	2810112	62660096	164760064	75539968	104560128	114889984
998	199479808	14269952	73000192	49499904	2680064	62349824	164549888	75360000	104329984	114589952
999	199190016	13840128	72369920	49299968	2710016	62010112	163769856	75149824	104150016	114089984
										
										
										
