num	disc_10KHz_f	disc_100KHz_f	disc_1000KHz_f	disc_10KHz_p	disc_100KHz_p	disc_1000KHz_p	disc_10KHz_n	disc_100KHz_n	disc_1000KHz_n
719	94880000	116900096	146070016	46319872	78619904	1.16E+08	8870144	131749888	20450048
720	94449920	120899840	145949952	46020096	78300160	1.18E+08	8429824	130550016	20020224
721	94019840	120780032	145659904	45730048	78050048	1.18E+08	7520000	130249984	20329984
722	93720064	120969984	145379840	45149952	77710080	1.17E+08	6779904	129949952	20430080
723	93420032	120689920	145229824	44700160	77280000	1.17E+08	6359808	129629952	20109824
724	93030144	118489856	144940032	44379904	76849920	1.19E+08	5860096	129339904	19810048
725	92600064	119180032	144100096	44089856	76550144	1.19E+08	5340160	129020160	19479808
726	92269824	118380032	143749888	43689984	76130048	1.18E+08	6850048	128730112	19080192
727	91840000	118980096	143340032	43389952	75690240	1.18E+08	9710080	128549888	18370048
728	91549952	118710016	142850048	43109888	75379968	1.18E+08	9819904	128259840	17779968
729	91249920	119450112	142840064	42820096	75040000	1.18E+08	9580032	127970048	17420032
730	90970112	119650048	142499840	42530048	74259968	1.19E+08	9779968	127729920	17129984
731	90639872	119379968	142119936	40510208	73769984	1.19E+08	9910016	127440128	16679936
732	90350080	119089920	141809920	40059904	73089792	1.18E+08	8189952	127139840	16260096
733	90060032	120049920	141509888	43660032	72580096	1.23E+08	9139968	126849792	15939840
734	89769984	119770112	141329920	43389952	72739840	1.25E+08	8820224	130439936	15610112
735	89490176	119520000	141159936	43000064	73230080	1.25E+08	8489984	130150144	15140096
736	89169920	118050048	140859904	42700032	73239808	1.24E+08	8860160	129850112	14839808
737	88879872	117720064	139660032	42409984	76199936	1.24E+08	8420096	134530048	14540032
738	88590080	117430016	139480064	42120192	78460160	1.23E+08	8090112	135479808	14050048
739	88300032	117159936	139239936	41819904	78410240	1.23E+08	7650048	135209984	13760000
740	88000000	118759936	139490048	41479936	78679808	1.23E+08	7340032	134909952	16100096
741	87600128	118470144	139209984	41010176	78489856	1.22E+08	8669952	134640128	17149952
742	87609856	118180096	139200000	40709888	79150080	1.21E+08	8660224	134349824	17170176
743	89049856	117889792	139099904	40419840	78779904	1.22E+08	8059904	134070016	17500160
744	89849856	117600000	139520000	40130048	77970176	1.21E+08	7620096	133779968	17549824
745	90020096	116519936	140100096	39840000	77659904	1.22E+08	7209984	133489920	17090048
746	90370048	116410112	140189952	38980096	77359872	1.22E+08	6799872	132300032	17209856
747	90419968	116379904	140699904	37979904	77070080	1.22E+08	6460160	130889984	16780032
748	91870208	116780032	140600064	38130176	78320128	1.22E+08	6809856	130850048	17660160
749	92359936	116499968	140360192	37690112	78489856	1.21E+08	7100160	130569984	16269824
750	92179968	116130048	140019968	35269888	79780096	1.22E+08	6609920	130249984	20179968
751	92239872	115830016	140169984	34860032	79759872	1.23E+08	6700032	129959936	19300096
752	92100096	115539968	139879936	34429952	80220160	1.23E+08	4910080	130110208	17580032
753	91689984	115240192	139120128	34080000	81440000	1.29E+08	4560128	129860096	17270016
754	91389952	115169792	138279936	33789952	81449984	1.29E+08	4219904	129230080	16790016
755	91129856	115150080	137969920	33499904	82009856	1.28E+08	3889920	128189952	15660032
756	90840064	115160064	137670144	33079808	83320064	1.28E+08	3369984	128440064	15859968
757	90560000	115240192	137380096	32770048	83040000	1.28E+08	2639872	125379840	15640064
758	89979904	115459840	136979968	32480000	83119872	1.28E+08	2289920	125060096	15680000
759	89670144	115420160	136690176	34280192	83560192	1.28E+08	4480000	123960064	16169984
760	89260032	115130112	136300032	34019840	86909952	1.27E+08	4130048	122249984	15849984
761	88780032	115069952	136220160	34020096	86650112	1.27E+08	5779968	121939968	15529984
762	88369920	113840128	135929856	36470016	86360064	1.27E+08	5479936	121329920	15119872
763	88069888	113900032	135539968	37030144	85930240	1.27E+08	5149952	121520128	14779904
764	87720192	113609984	135239936	37270016	85629952	1.26E+08	4880128	122060032	14470144
765	87300096	113320192	135719936	37730048	85299968	1.26E+08	5609984	122110208	14159872
766	86999808	113030144	135429888	39069952	84649984	1.26E+08	9039872	122269952	13730048
767	86600192	113489920	135130112	40189952	84130048	1.25E+08	8760064	122019840	22809856
768	86180096	114579968	134749952	39909888	83819776	1.25E+08	9230080	121670144	23689984
769	85889792	115360000	134449920	44710144	83280128	1.24E+08	9689856	121379840	25689856
770	85600000	115790080	134160128	51110144	82979840	1.24E+08	10519808	121090048	24930048
771	85270016	116249856	133860096	53679872	82640128	1.24E+08	10110208	119790080	24920064
772	84620032	116090112	133129984	55180032	82340096	1.23E+08	9829888	119479808	24429824
773	84140032	115990016	132760064	56329984	82009856	1.23E+08	9409792	119620096	25100032
774	81839872	114729984	132369920	56100096	81670144	1.23E+08	12150016	119330048	25190144
775	81530112	114490112	132069888	55719936	81369856	1.22E+08	11790080	119040000	26089984
776	81240064	114589952	131770112	55219968	81039872	1.22E+08	11289856	120470016	26189824
777	80919808	114269952	131470080	54920192	80600064	1.22E+08	10860032	120519936	25959936
778	80509952	113969920	131089920	54619904	80290048	1.22E+08	10520064	120869888	26240000
779	80529920	113710080	130790144	54329856	79910144	1.22E+08	9939968	120820224	27149824
780	80720128	113409792	130490112	54050048	79610112	1.21E+08	9590016	120499968	27089920
781	84210176	113120000	130199808	53609984	78969856	1.21E+08	9299968	120219904	30150144
782	84529920	112819968	129910016	53309952	78569984	1.21E+08	8970240	119559936	29730048
783	84269824	111670016	129230080	52920064	74579968	1.2E+08	8649984	117290240	29440000
784	84279808	110950144	129299968	52249856	74140160	1.19E+08	8229888	116960000	29080064
785	84379904	110680064	128899840	51910144	73690112	1.18E+08	7539968	116900096	28649984
786	84390144	110530048	128599808	51450112	73339904	1.18E+08	7190016	116580096	28060160
787	85859840	110390016	128310016	51030016	76740096	1.17E+08	7579904	116279808	26779904
788	85680128	110289920	128009984	50620160	80000000	1.17E+08	7410176	113489920	26359808
789	85799936	110149888	127699968	50259968	100760064	1.17E+08	9050112	113039872	25810176
790	85489920	110240000	127399936	49910016	100439808	1.16E+08	10170112	112009984	25379840
791	85189888	109760000	127110144	49490176	100100096	1.16E+08	9159936	111699968	54119936
792	84910080	109449984	127380224	49199872	99790080	1.16E+08	10029824	110810112	53280000
793	84499968	109169920	127089920	48849920	99439872	1.15E+08	9760000	110309888	52950016
794	84040192	108870144	126419968	48560128	98990080	1.15E+08	9369856	110190080	52659968
795	83739904	108189952	126110208	48279808	98629888	1.14E+08	9040128	109910016	52370176
796	83379968	107840000	125670144	47940096	98169856	1.14E+08	8669952	109810176	52090112
797	82980096	107880192	125359872	47640064	97600000	1.13E+08	8259840	109520128	51769856
798	82569984	107899904	125060096	47249920	97230080	1.13E+08	6330112	108890112	51420160
799	82269952	107609856	124770048	46970112	96919808	1.13E+08	6030080	108770048	50929920
800	81929984	107320064	124389888	46670080	96570112	1.12E+08	5419776	108480000	50320128
801	82060032	107079936	124080128	49900032	96249856	1.12E+08	7929856	108310016	50010112
802	81999872	107500032	123780096	50690048	95919872	1.11E+08	9009920	108239872	49679872
803	81619968	107180032	123490048	51640064	95580160	1.11E+08	17989888	107949824	49400064
804	82809856	106880000	123200000	51749888	95140096	1.11E+08	17920000	107740160	49070080
805	82589952	105280000	122479872	55910144	94689792	1.1E+08	20419840	107660032	48739840
806	82360064	104960000	122160128	55660032	94300160	1.1E+08	21629952	107380224	48450048
807	82099968	104659968	121860096	56559872	93809920	1.09E+08	22080000	107209984	48160000
808	81789952	104369920	121469952	56640000	93420032	1.1E+08	21890048	107129856	47749888
809	81169920	104029952	121479936	56989952	93110016	1.09E+08	25010176	106040064	47310080
810	80720128	103740160	120809984	56780032	92839936	1.09E+08	24090112	105830144	46909952
811	80339968	103449856	120509952	57060096	92539904	1.09E+08	23759872	105710080	46170112
812	79789824	103150080	120199936	56780032	92220160	1.08E+08	23420160	105380096	46129920
813	79480064	102850048	119910144	56400128	91800064	1.08E+08	23579904	105209856	46289920
814	79089920	101979904	119620096	56090112	91449856	1.07E+08	28050176	105129984	45830144
815	78489856	101609984	118589952	55800064	90990080	1.07E+08	28569856	104839936	45880064
816	77030144	100750080	118270208	55520000	90660096	1.07E+08	28999936	104669952	46109952
817	76659968	100580096	117969920	53850112	90189824	1.07E+08	29250048	104209920	46459904
818	76359936	100839936	117649920	53399808	89770240	1.07E+08	28920064	103889920	46159872
819	76530176	100549888	117789952	49250048	89339904	1.06E+08	28610048	103710208	46220032
820	76560128	100249856	117509888	48710144	88979968	1.06E+08	28250112	103649792	45939968
821	76270080	99950080	116819968	50200064	88559872	1.06E+08	27950080	103330048	45659904
822	76400128	99670016	116489984	50129920	88130048	1.05E+08	27619840	102840064	45839872
823	76379904	99340032	116189952	49729792	87810048	1.05E+08	27190016	102770176	45420032
824	75529984	99040000	115900160	49430016	87460096	1.04E+08	26839808	102480128	44989952
825	76989952	98739968	115599872	48910080	87160064	1.04E+08	29449984	102100224	44539904
826	77679872	98449920	115209984	48430080	86860032	1.03E+08	29149952	102009856	44169984
827	79940096	98160128	115009792	48130048	86479872	1.03E+08	28809984	101720064	43650048
828	81769984	97669888	115020032	47840000	86170112	1.02E+08	28509952	101560064	43229952
829	90980096	96740096	114739968	47550208	85870080	1.02E+08	28189952	101489920	43239936
830	90700032	96660224	114439936	47269888	85560064	1.02E+08	27760128	101180160	42949888
831	90359808	96310016	113890048	46849792	85169920	1.02E+08	27450112	101009920	42629888
832	90070016	96029952	113570048	46550016	84819968	1.02E+08	27159808	100900096	42990080
833	89769984	95740160	113299968	46080000	84499968	1.02E+08	26769920	100560128	42830080
834	89349888	95579904	113240064	45699840	84080128	1.01E+08	27590144	100179968	42419968
835	88829952	95470080	112780032	45180160	83619840	1E+08	27749888	99819776	41929984
836	88480000	95259904	112489984	44689920	83210240	1E+08	27450112	99500032	41629952
837	87939840	101979904	112310016	44380160	82809856	99849984	27010048	99350016	46089984
838	87379968	102259968	112130048	43920128	82209792	99529984	26710016	103739904	45510144
839	87059968	102180096	112009984	43619840	81760000	99009792	26419968	103589888	45100032
840	86749952	100460032	111300096	43310080	81260032	98710016	26119936	103450112	44750080
841	86400000	99879936	111100160	44470016	81029888	98030080	26729984	103400192	44229888
842	85970176	99810048	110729984	45190144	80649984	97880064	26289920	103270144	43930112
843	85659904	100009984	110540032	45110016	80310016	97949952	27389952	103099904	43609856
844	85329920	99729920	110419968	44770048	80000000	97600000	27109888	102950144	42110208
845	85030144	99429888	110400000	44259840	79649792	97289984	26850048	102640128	41530112
846	84730112	99100160	110109952	43949824	79190016	96999936	26569984	102570240	41219840
847	84300032	98809856	109920000	43660032	78889984	96699904	26249984	102279936	40930048
848	83990016	98509824	109920000	43379968	78509824	96379904	25959936	102109952	40590080
849	83590144	98220032	109910016	43060224	78190080	96200192	25620224	102040064	40160000
850	83170048	97939968	109350144	44549888	77860096	96389888	25260032	101369856	39859968
851	82860032	97610240	109329920	43980032	77409792	96109824	24960000	101189888	39539968
852	82560000	97609984	109029888	43670016	76960000	95820032	24540160	101080064	41220096
853	82159872	97319936	108730112	43379968	76649984	95520000	47310080	100790016	43520000
854	81850112	97070080	108090112	43030016	76339968	94929920	47470080	100620032	48809984
855	81489920	96770048	107699968	42569984	75930112	94620160	48279808	100559872	56489984
856	81179904	97080064	107399936	42269952	75620096	93260032	49830144	99400192	59449856
857	80760064	96579840	107100160	41920000	75149824	92899840	50569984	99190016	59500032
858	80460032	96250112	106919936	53400064	74830080	92390144	50280192	99069952	59259904
859	80120064	95939840	106750208	53039872	74479872	92249856	54519808	98779904	59549952
860	79790080	95649792	106449920	52710144	73949952	91990016	54579968	98669824	59929856
861	79490048	94429952	106149888	53420032	73640192	92130048	54279936	98569984	59640064
862	79069952	94109952	105860096	54380032	73339904	91279872	55600128	98279936	61339904
863	78680064	93809920	105680128	55010048	72879872	90960128	55709952	98109952	61019904
864	78249984	93510144	105690112	56149760	72430080	90670080	55939840	97649920	62889984
865	77939968	93230080	105089792	57740032	72009984	90369792	55920128	97340160	63559936
866	77520128	92769792	104770048	59010048	71510016	90070016	55939840	97160192	63270144
867	77209856	92339968	104489984	62289920	71200000	89070080	56290048	97089792	62940160
868	76879872	92029952	104440064	62149888	70850048	88729856	56770048	96800000	62449920
869	76550144	91859968	104140032	61860096	70509824	88430080	56880128	96640000	62149888
870	76239872	91840000	103849984	61970176	69890048	88160000	59110144	96560128	61710080
871	75909888	91549952	103560192	63069952	69400064	87790080	58870016	96270080	61420032
872	75379968	91249920	103379968	62780160	69079808	87780096	58520064	94919936	61120000
873	74959872	90969856	103269888	62569984	68620032	87459840	58210048	94820096	60720128
874	74639872	90790144	102889984	62119936	68290048	87160064	57880064	94050048	60290048
875	74320128	90259968	102579968	62419968	67990016	86860032	57540096	93859840	59979776
876	73910016	89940224	102400000	62049792	67590144	86850048	57249792	93550080	59680000
877	73490176	89639936	102290176	64379904	67099904	86519808	56950016	93129984	59259904
878	73189888	89359872	101619968	64100096	66779904	86220032	56659968	92900096	58699776
879	72889856	89060096	101380096	65050112	66350080	85949952	56320000	92780032	58390016
880	72550144	88329984	101189888	65709824	66030080	85619968	55790080	92420096	58099968
881	72240128	88039936	101039872	65420032	65689856	85319936	55490048	92250112	57760000
882	71919872	87870208	100989952	64519936	65350144	85159936	57900032	92169984	57289984
883	71590144	87990016	100930048	64140032	61530112	85060096	57600000	91890176	56920064
884	71290112	88219904	100699904	63849984	60950016	84729856	57190144	90990080	56469760
885	70949888	88110080	100389888	63549952	60500224	84529920	56839936	90899968	56160000
886	70670080	86720000	100210176	63119872	60179968	84470016	55889920	90609920	55869952
887	70240000	86200064	100040192	62810112	59779840	84150016	55270144	90390016	55489792
888	69939968	85529856	99389952	62500096	59290112	83840000	54830080	90320128	55010048
889	69650176	85210112	99190016	62039808	58970112	83899904	52539904	90030080	57949952
890	69309952	84859904	98860032	59900160	58679808	83900160	52220160	89859840	57629952
891	69009920	84569856	98190080	59389952	58330112	83610112	51879936	89760000	57179904
892	68710144	84590080	97990144	59030016	57949952	83309824	51419904	89469952	56889856
893	68420096	84290048	97709824	58739968	57629952	81740032	50700032	88329984	56590080
894	68130048	83449856	102170112	58119936	57210112	81380096	50230016	88249856	56260096
895	67699968	83130112	102060032	55229952	56880128	81080064	49649920	85380096	55680000
896	67389952	82830080	101779968	54899968	56450048	80620032	49340160	85180160	55379968
897	67109888	82529792	101580032	54599936	56140032	80019968	48940032	84649984	55079936
898	66810112	82359808	100290048	54089984	55790080	79739904	48599808	84349952	54710016
899	66510080	82810112	100160000	53789952	55480064	79030016	47490048	84140032	54310144
900	66099968	82469888	99990016	53380096	55100160	79069952	46919936	84070144	53839872
901	65789952	82159872	99520000	52859904	54789888	79049984	46609920	83780096	53529856
902	65459968	81870080	99460096	52370176	54449920	78920192	46320128	83609856	53230080
903	64879872	81580032	99280128	52049920	53870080	78779904	45910016	83559936	52849920
904	64470016	81280000	99010048	51649792	52989952	82899968	45609984	82939904	51680000
905	64150016	80329984	98810112	51350016	52569856	82779904	45309952	82759936	51399936
906	63729920	80029952	98619904	51049984	51750144	82820096	44940032	82319872	50949888
907	63289856	79709952	98429952	50749952	51430144	82890240	44630016	82010112	50650112
908	62980096	79410176	97069824	50460160	51119872	82540032	44329984	81840128	49979904
909	62589952	79119872	96829952	50070016	50830080	82690048	43800064	81459968	49659904
910	61920000	78819840	96480000	49760000	50380032	82439936	43489792	81170176	47740160
911	61490176	78500096	96419840	49469952	50060032	82159872	43090176	80839936	47320064
912	60869888	78200064	96349952	49169920	49650176	79860224	42609920	80760064	46860032
913	60369920	77899776	96060160	48780032	49329920	79500032	42289920	80470016	46360064
914	59830016	77740032	95770112	48160000	52059904	79180032	42000128	80300032	45929984
915	52199936	78050048	94829824	47840000	51760128	79639808	41659904	80230144	45619968
916	51869952	77690112	94630144	47549952	51229952	79350016	41369856	79949824	45010176
917	51270144	77399808	94330112	47080192	50779904	79059968	41040128	79360000	44290048
918	49400064	77100032	94039808	46429952	50429952	78769920	40649984	79279872	43520000
919	48989952	76809984	93640192	45839872	49949952	78060032	40339968	78950144	42860032
920	48680192	76509952	93349888	44690176	49639936	77750016	40019968	78780160	42550016
921	48349952	75980032	93900032	44199936	49330176	77379840	39709952	78710016	41609984
922	48039936	75670016	94150144	43840000	49019904	77050112	39419904	78419968	41289984
923	47760128	75389952	94780160	43539968	48609792	76740096	39130112	78249984	40900096
924	47310080	75090176	95229952	43249920	48179968	76259840	38729984	78140160	40589824
925	47010048	74749952	95010048	42949888	47820032	75970048	38159872	77850112	40290048
926	46670080	74550016	94840064	41180160	47079936	75670016	37810176	77679872	39970048
927	46240000	74670080	94489856	40809984	46650112	75369984	37459968	77609984	36149760
928	45829888	73819904	94550016	40499968	46269952	75080192	37019904	77199872	35810048
929	45520128	73230080	93740032	40200192	45769984	74459904	36710144	77019904	35460096
930	45110016	72920064	93260032	39699968	45350144	74139904	36320000	76840192	35159808
931	44669952	72359936	93050112	39399936	45049856	73970176	35990016	76699904	34870016
932	44459776	72060160	93829888	39100160	44609792	74909952	35650048	76630016	34569984
933	44040192	71719936	93639936	40150016	44290048	74619904	35340032	76329984	34109952
934	43639808	71599872	93120000	39849984	44029952	74409984	35120128	76219904	33870080
935	43200000	71650048	93289984	39329792	43750144	74130176	34830080	75949824	33550080
936	42880000	71340032	94439936	38970112	43409920	73819904	34429952	75650048	33250048
937	42249984	71040000	92920064	37920000	43109888	73529856	33949952	75110144	32950016
938	40009984	70739968	92590080	37520128	42800128	73230080	33649920	75009792	32660224
939	39559936	70449920	92290048	36960000	42510080	72940032	33349888	74710016	32329984
940	39119872	70279936	91879936	36649984	42209792	72300032	32920064	74540032	31869952
941	38810112	70140160	91569920	36250112	41870080	71980032	32399872	74480128	31559936
942	38490112	69829888	91210240	35739904	39840000	71209984	32000000	73920000	31260160
943	38179840	70060032	90909952	35429888	39479808	70889984	31699968	73740032	30969856
944	37810176	69920000	90609920	35030016	39170048	70280192	31089920	73670144	30600192
945	37499904	69829888	90260224	34720000	38840064	69949952	30649856	73379840	30290176
946	37169920	69489920	89920000	34419968	38539776	69659904	30210048	73019904	29959936
947	36840192	69220096	91689984	34030080	38200064	69360128	29900032	72950016	29659904
948	36529920	69310208	91400192	33639936	37890048	69040128	30830080	72630016	29370112
949	36229888	68809984	90880000	33329920	37600000	68569856	30539776	72449792	29070080
950	35600128	68480000	90479872	32920064	37299968	68230144	30259968	72399872	28699904
951	35100160	68179968	90179840	32420096	36989952	67920128	29829888	71830016	28410112
952	34629888	67889920	89880064	32119808	36569856	67619840	29379840	71650048	28110080
953	34019840	67599872	89580032	31730176	36270080	65990144	29080064	71500032	27809792
954	33710080	67270144	89200128	31330048	35970048	65299968	28620032	70810112	27480064
955	33319936	67100160	88890112	31020032	35670016	64979968	28119808	70579968	26959872
956	33010176	67179776	88600064	30700032	35340032	64690176	27820032	70510080	26649856
957	32710144	66889984	88299776	27000064	35040000	64110080	27490048	70220032	26350080
958	32140032	66439936	88000000	26649856	34729984	63559936	27059968	70060032	26020096
959	31019776	66099968	87589888	26370048	34430208	62889984	26670080	69590016	25729792
960	30520064	65799936	85079808	25870080	34149888	62579968	26329856	69280000	25400064
961	30009856	65639936	84740096	25559808	33809920	62239744	26029824	68339968	25070080
962	29659904	65639936	84339968	25120000	33360128	61939968	25730048	68249856	24759808
963	29360128	65350144	84029952	24620032	32950016	61649920	25309952	66130176	24470016
964	29009920	64849920	83740160	24320000	32579840	61120000	25009920	65840128	24179968
965	27529984	64539904	83439872	23820032	32270080	60800000	24710144	64219904	23889920
966	27820032	64339968	82999808	23510016	31970048	60470016	24260096	65199872	23300096
967	27320064	64320000	82700032	22989824	31629824	60129792	23959808	65030144	22980096
968	26729984	62960128	82409984	22460160	31170048	59820032	23660032	64950016	22689792
969	26180096	62639872	82089984	22030080	30850048	59510016	23360000	64780032	22390016
970	25829888	62469888	81740032	21600000	30509824	58660096	23069952	64640000	22490112
971	25529856	62339840	81440000	21280000	30170112	58330112	22770176	64219904	22200064
972	25230080	62259968	80110080	20790016	29689856	58030080	22479872	62950144	21910016
973	24930048	61820160	79790080	20480000	29359872	57739776	23190016	62789888	21609984
974	24509952	61449984	79500032	20180224	28930048	57440000	22750208	60489984	22349824
975	24210176	61239808	79269888	19780096	28489984	57149952	22439936	60300032	22060032
976	23909888	61129984	78870016	19299840	28179968	55920128	22139904	60190208	21509888
977	24430080	60849920	77629952	18989824	27880192	55399936	21790208	59889920	21210112
978	24119808	60630016	77250048	18589952	27449856	55540224	21319936	59729920	20910080
979	23830016	60499968	76939776	18070016	27009792	54919936	21009920	59660032	20610048
980	23490048	60359936	76640000	17750016	26700032	54269952	20550144	59340032	20329984
981	23190016	60209920	76359936	17400064	26400000	53900032	20240128	59160064	20029952
982	22899968	60400128	76059904	17039872	25979904	53560064	19909888	59099904	19699968
983	22599936	60359936	75710208	16659968	25660160	53260032	19570176	58799872	19290112
984	22169856	60069888	75360000	15889920	25329920	52960000	19049984	58629888	18950144
985	21870080	58650112	75069952	16009984	24939776	52659968	18560000	58129920	18510080
986	21580032	58430208	74780160	15560192	24640000	52359936	18249984	57820160	17839872
987	21239808	58289920	74479872	15249920	24329984	52040192	17860096	57660160	17370112
988	20940032	57479936	73829888	14459904	23990016	51859968	17430016	57600000	17039872
989	20610048	56999936	73510144	14120192	24119808	52089856	17130240	57280000	16480256
990	20320000	56669952	72920064	13459968	23820032	51800064	16839936	57110016	16169984
991	19890176	56529920	71379968	13129984	23440128	51490048	16339968	57030144	15840000
992	19579904	55559936	71080192	12670208	23129856	51179776	16019968	56729856	15549952
993	19289856	55430144	70700032	12270080	22830080	50840064	15620096	56569856	15249920
994	18970112	54019840	70409984	11949824	22530048	50339840	15239936	56499968	14799872
995	18530048	53860096	70110208	11560192	22080000	50029824	14830080	56199936	14489856
996	18209792	53559808	69809920	11020032	21760000	49730048	14400000	56039936	14200064
997	17910016	53230080	69509888	10710016	21459968	49440000	14070016	55160064	13910016
998	17619968	53100032	68930048	10310144	21159936	49149952	13760000	54869760	13609984
999	17319936	51289856	68270080	9819904	20710144	48819968	13459968	54569984	13309952
									
									
									
