1_num	2_disc_10KHz_latency_ns	3_disc_100KHz_latency_ns	4_disc_1000KHz_latency_ns	5_two1_10KHz_latency_ns	6_two1_100KHz_latency_ns	7_two1_1000KHz_latency_ns	8_two2_10KHz_latency_ns	9_two2_100KHz_latency_ns	10_two2_1000KHz_latency_ns	11_two3_10KHz_latency_ns	12_two3_100KHz_latency_ns	13_two3_1000KHz_latency_ns
814	58599936	8580096	46380032	1.11E+08	143579904	155440128	144659968	190619904	226520064	242839808	150010112	188369920
815	58459904	9090048	46090240	1.1E+08	143379968	155099904	144369920	190329856	226199808	242649856	149810176	188079872
816	58360064	8790016	45760000	1.1E+08	143210240	154919936	144000000	190030080	225880064	242540032	149580032	188600064
817	59510016	6130176	45469952	1.1E+08	143049984	154990080	143749888	189860096	225570048	242249984	149459968	188310016
818	61019904	6149888	45170176	1.1E+08	142889984	154680064	143640064	189819904	225210112	242099968	149160192	188029952
819	60449792	5840128	51040000	1.1E+08	142729984	154350080	143529984	189529856	225060096	241809920	149039872	187730176
820	60169984	5430016	51030016	1.09E+08	142540032	154060032	143120128	189220096	224740096	241629952	148910080	187399936
821	59709952	6780160	52120064	1.09E+08	142390016	153759744	142909952	189120000	224419840	241489920	148709888	187089920
822	59559936	6329856	52350208	1.09E+08	142230016	153270016	142769920	188830208	224280064	241170176	148399872	186810112
823	60320000	5910016	52899840	1.09E+08	142060032	153440000	142480128	188729856	223980032	240990208	148229888	186449920
824	61649920	5530112	56869888	1.09E+08	141910016	153499904	142360064	188439808	223699968	240790016	147919872	186150144
825	61369856	5110016	58959872	1.09E+08	141750016	153329920	142240000	188339968	223539968	240750080	147570176	185870080
826	62789888	4820224	59040000	1.08E+08	141570048	152999936	141949952	188049920	223209984	240640000	147350016	185560064
827	62480128	6909952	58329856	1.08E+08	141409792	153019904	141609984	187940096	223010048	240450048	147219968	185269760
828	62190080	7040000	58010112	1.08E+08	141260032	152969984	141339904	187649792	222909952	240160000	146889984	184960000
829	61660160	6680064	57639936	1.08E+08	141070080	152659968	141309952	187549952	222780160	240009984	146579968	184630016
830	61350144	5969920	58889984	1.08E+08	140910080	152260096	140999936	187259904	222619904	239880192	146380032	184339968
831	61059840	5239808	60900096	1.07E+08	140760064	152150016	140889856	187130112	222299904	239719936	146219776	184039936
832	60900096	9400064	60810240	1.07E+08	140569856	151909888	140539904	186829824	222180096	239429888	145920000	183729920
833	62820096	9000192	67840000	1.07E+08	140449792	151610112	140240128	186530048	221839872	239310080	145560064	184710144
834	62129920	8649984	67680000	1.07E+08	140199936	152000000	139940096	186350080	221540096	239090176	145469952	184389888
835	61779968	8760064	69360128	1.07E+08	139950080	151709952	139759872	186290176	221299968	238969856	145260032	184050176
836	61479936	8880128	69189888	1.07E+08	139729920	151379968	139579904	185999872	221179904	238670080	145059840	183750144
837	60280064	8430080	70419968	1.06E+08	139539968	151079936	139480064	185709824	220910080	238380032	144989952	183449856
838	59990016	8780032	72520192	1.06E+08	139369984	150770176	139190016	185560064	220610048	238230016	144699904	183149824
839	59919872	10150144	72719872	1.06E+08	139209984	150469888	138899968	185489920	220519936	237940224	144400128	182810112
840	59640064	9629952	72669952	1.06E+08	138929920	150179840	138720000	185200128	220320000	237829888	144029952	182499840
841	61289984	10740224	73120000	1.06E+08	138749952	149900032	138489856	185120000	220090112	237590016	143869952	182240000
842	64800000	10429952	73199872	1.05E+08	138550016	149609984	138019840	184819968	219789824	237299968	143739904	181689856
843	64509952	10089984	73110016	1.05E+08	138370048	149289984	137900032	184750080	219640064	236999936	143340032	181370112
844	63840000	9649920	72850176	1.05E+08	138070016	148950016	137670144	184449792	219350016	236950016	143049984	181060096
845	63360000	9359872	72670208	1.05E+08	137849856	148649984	137289984	184160000	219250176	236659968	142840064	180729856
846	63069952	9040128	86470144	1.05E+08	137319936	148339968	137110016	184059904	218950144	236359936	142700032	180440064
847	62780160	8379904	87899904	1.04E+08	136950016	148000000	136899840	183770112	218659840	236070144	142400000	180150016
848	62269952	10210048	87879936	1.04E+08	136690176	147849984	136580096	183470080	218510080	235960064	142089984	179869952
849	61969920	9929984	89319936	1.04E+08	136320000	148029952	136390144	183299840	218220032	235670016	142110208	179560192
850	61340160	11249920	90439936	1.04E+08	135940096	147709952	136200192	183269888	218040064	235369984	141959936	179270144
851	61029888	10749952	90729984	1.04E+08	135759872	147399936	136079872	182980096	217890048	235219968	141659904	178979840
852	61669888	10439936	90579968	1.04E+08	135589888	147080192	136009984	182670080	217550080	234930176	141500160	178680064
853	61380096	10029824	90439936	1.03E+08	135440128	146789888	136080128	182569984	217400064	234790144	141189888	178380032
854	61129984	9619968	91109888	1.03E+08	135270144	146459904	135920128	182279936	217100032	234499840	140899840	178089984
855	61310208	9060096	90980096	1.03E+08	135110144	146150144	135840000	182179840	216950016	234390016	140750080	177790208
856	61009920	8480000	90700032	1.03E+08	134939904	145839872	135549952	181890048	216649984	234099968	140450048	177489920
857	60690176	8130048	90439936	1.03E+08	134789888	145489920	135129856	181720064	216470016	233799936	140259840	177209856
858	60400128	7830016	90139904	1.02E+08	134670080	145330176	134889984	181660160	216329984	233620224	139960064	176870144
859	60109824	8089856	89979904	1.02E+08	134489856	145540096	134720000	181399808	216040192	233469952	139810048	176560128
860	59820032	7750144	89920000	1.02E+08	134309888	145249792	134429952	181100032	215850240	233169920	139469824	176279808
861	59020032	7859968	89210112	1.02E+08	134129920	144950016	134139904	180930048	215709952	232979968	139200000	175980032
862	58710016	7930112	89020160	1.02E+08	133939968	144649984	133959936	180979968	215389952	232800000	139040000	176389888
863	60870144	8069888	91429888	1.02E+08	133760000	144359936	133830144	180659968	215209984	232499968	138729984	176110080
864	63599872	7200256	91300096	1.01E+08	133570048	144060160	133550080	180349952	215070208	232280064	138529792	175769856
865	63439872	8610048	90589952	1.01E+08	133410048	143769856	133399808	180050176	214769920	232079872	138269952	175469824
866	64750080	8389888	90599936	1.01E+08	133199872	143439872	133209856	179750144	214589952	231929856	138020096	175190016
867	64229888	8109824	90309888	1.01E+08	132780032	143130112	133039872	179579904	214619904	231780096	137880064	174820096
868	63920128	9750016	89700096	1.01E+08	132509952	143040000	132930048	179520000	214470144	231449856	137519872	174509824
869	63820032	9129984	89380096	1.01E+08	132329984	142759936	132790016	179209984	214330112	231209984	137199872	174190080
870	63809792	9329920	88579840	1E+08	132179968	142710016	132480000	178909952	214039808	231030016	136979968	173859840
871	63790080	9009920	87819776	1E+08	131859968	142409984	132169984	178809856	213939968	230880256	136930048	173529856
872	63990016	7460096	87630080	99970048	131630080	142099968	131970048	178520064	213639936	230579968	136780032	173210112
873	65459968	7000064	87660032	99759872	131459840	141809920	131780096	178350080	213360128	230400000	136430080	172910080
874	65310208	6370048	87360000	99579904	131289856	141509888	131740160	178400000	213210112	230220032	136310016	172620032
875	65270016	9899776	87070208	99430144	131089920	141220096	131779840	178080000	212919808	230070016	136000000	173260032
876	65120000	10400000	86609920	99190016	130860032	141039872	131599872	177740032	212729856	229780224	135659776	172960000
877	65040128	10319872	86269952	99040000	130679808	141080064	131490048	177410048	212590080	229600000	135469824	172669952
878	64940032	12079872	86190080	98860032	130519808	140780032	131209984	177289984	212300032	229449984	135310080	172380160
879	64879872	11660032	86320128	98649856	130230016	140460032	130909952	176990208	212149760	229159936	134980096	172039936
880	63630080	11259904	86860032	98489856	129760000	140140032	130720256	176929792	212039936	229080064	134779904	171710208
881	63650048	10509824	88009984	98240000	129489920	139840000	130579968	176640000	211859968	228960000	134589952	171420160
882	74379776	10190080	87859968	98070016	129319936	139670016	130299904	176339968	211539968	228820224	134420224	171109888
883	74240000	9869824	88600064	97890048	129090048	139599872	130119936	176240128	211389952	228529920	134119936	170789888
884	74060032	10230016	88489984	97669888	128929792	139269888	129829888	175950080	211079936	228430080	133990144	170449920
885	73750016	9409792	88400128	97509888	128750080	138930176	129570048	175919872	210940160	228130048	133690112	170099968
886	73570048	8710144	88029952	97329920	128610048	138720000	129489920	175629824	210649856	227820032	133379840	169810176
887	73420032	8399872	88349952	97170176	128430080	138650112	129479936	175330048	210300160	227650048	132990208	169510144
888	73289984	8069888	88970240	97010176	128239872	138350080	129350144	175150080	210150144	227350016	132790016	169209856
889	72869888	7650048	89059840	96800000	128089856	138089984	129059840	175130112	209829888	227239936	132630016	168859904
890	72850176	7350016	89799936	96590080	127940096	137910016	128819968	174830080	209649920	226930176	132339968	168560128
891	71489792	7030016	89769984	96470016	127770112	137920000	128780032	174550016	209510144	226639872	132240128	167889920
892	71220224	10810112	89480192	96120064	127570176	137609984	128560128	174380032	209210112	226449920	132099840	167570176
893	71119872	11620096	89179904	95960064	127430144	137319936	128199936	174090240	209070080	226319872	131800064	167280128
894	71049984	11340032	89009920	94700032	127249920	137019904	127850240	173989888	208780032	225990144	131449856	166979840
895	71200000	10939904	88930048	94499840	127079936	136790016	127689984	173699840	208590080	225799936	131289856	167209984
896	71119872	10510080	88640000	94309888	126899968	136780032	127389952	173639936	208360192	225580032	130980096	166879744
897	71020032	13920000	88339968	94149888	126740224	136470016	127209984	173340160	208209920	225259776	130779904	166579968
898	71229952	13440000	88169984	94000128	126569984	136109824	127020032	172999936	207929856	225060096	130419968	166289920
899	70550016	12800000	88359936	93820160	126400000	135800064	126879744	172890112	207779840	224860160	130240000	165940224
900	69479936	12499968	88060160	93619968	126129920	135680000	126599936	172590080	207490048	224720128	129939968	165629952
901	69730048	12089856	87759872	93440000	125900032	135390208	126449920	172439808	207300096	224429824	129800192	165339904
902	69629952	11660032	87460096	93229824	125719808	135259904	126279936	172150016	207160064	224320000	129639936	165040128
903	69530112	12120064	87170048	93049856	125559808	134969856	126099968	172029952	206860032	224130048	129339904	164750080
904	68809984	10890240	86799872	92880128	125390080	134810112	125910016	171730176	206680064	223950080	129150208	164409856
905	68609792	10550016	86499840	92659968	125270016	134810112	125840128	171670016	206460160	223649792	128849920	164750080
906	68679936	10220032	86590208	92509952	125080064	134499840	125659904	171379968	206349824	223469824	128729856	164470016
907	68549888	9900032	86290176	92339968	124930048	134210048	125479936	171089920	206050048	223369984	128440064	164160000
908	68489984	9580032	85999872	92129792	124640000	133920000	125799936	170909952	205870080	223270144	128059904	163870208
909	67480064	9289984	85059840	91990016	124420096	133780224	125629952	170850048	205690112	223120128	127889920	163569920
910	67170048	10589952	84760064	91760128	124169984	133479936	125600000	170560000	205530112	222829824	127529984	163279872
911	66980096	10179840	84460032	91590144	124009984	133359872	125140224	170269952	205250048	222729984	127350016	162990080
912	66960128	9760000	84170240	91439872	123859968	133019904	124620032	169989888	205019904	222439936	127049984	162690048
913	66200064	9369856	83330048	91229952	123689984	132859904	124290048	169890048	204890112	222139904	126769920	162400000
914	65850112	8930048	83150080	90999808	123529984	132750080	123990016	169580032	204740096	221990144	126620160	162060032
915	65540096	10190080	82350080	90850048	123359744	132450048	123600128	169519872	204439808	221710080	126319872	161760000
916	66389760	9890048	81420032	90680064	123209984	132259840	123120128	169200128	204249856	221569792	126119936	161430016
917	66759936	9229824	81110016	90439936	122899968	132270080	123020032	168890112	204100096	221280000	126000128	161549824
918	66489856	8780032	80809984	90330112	122660096	131970048	122700032	168589824	203810048	221090048	125789952	161260032
919	66380032	8359936	80800000	90020096	122489856	131659776	122510080	168499968	203620096	220989952	125490176	160950016
920	66469888	7760128	80920064	89810176	122319872	131360000	122199808	168209920	203449856	220700160	125319936	160659968
921	66370048	10240000	80800000	89659904	122160128	131069952	121900032	168150016	203160064	220399872	125019904	160280064
922	66380032	9850112	81129984	89440000	121990144	130850048	121609984	167849984	202919936	220169984	124700160	159990016
923	66450176	9560064	81489920	89270016	121840128	130809856	121420032	167559936	202779904	220029952	124519936	159649792
924	66430208	9139968	81340160	89080064	121670144	130510080	121320192	167379968	202630144	219689984	124209920	159330048
925	66050048	8349952	81200128	88850176	121509888	130180096	121029888	167310080	202739968	219529984	124060160	159280128
926	65750016	7919872	82020096	88679936	121249792	129899776	120749824	167020032	202850048	219389952	123759872	158990080
927	65420032	7600128	82130176	88509952	120909824	129720064	120559872	166730240	202680064	219100160	123579904	159059968
928	65230080	7309824	82439936	88339968	120640000	129570048	120420096	166589952	202630144	218909952	123379968	158759936
929	65110016	6739968	82340096	88089856	120460032	129540096	120009984	166540032	202340096	218729984	123080192	158479872
930	64820224	5870080	82350080	87930112	120290048	129629952	119759872	166230016	202049792	218439936	122840064	158180096
931	64679936	7130112	83030016	87739904	120140032	129619968	119500032	165939968	201750016	218219776	122870016	157890048
932	64349952	6710016	83150080	87549952	119960064	129289984	119319808	165769984	201679872	218040064	122719744	157590016
933	65270016	5719808	83120128	87360000	119820032	128940032	118880000	165809920	201400064	217740032	122370048	157310208
934	65149952	5799936	82889984	87239936	119699968	128669952	118450176	165550080	201140224	217620224	122310144	157189888
935	65509888	5460224	82610176	86990080	119529984	128450048	118030080	165229824	200849920	217469952	122010112	157319936
936	65659904	5629952	81799936	86800128	119150080	128410112	117869824	164910080	200879872	217179904	121850112	157029888
937	65580032	5230080	82230016	86649856	118919936	128110080	117570048	164620032	200590080	216999936	121550080	156349952
938	65330176	5499904	81980160	86449920	118720000	127809792	117280000	164450048	200300032	216860160	121199872	156000000
939	64380160	4649984	81690112	86300160	118560000	127480064	116989952	164419840	200000000	216529920	121030144	155680000
940	64140032	3620096	81239808	86110208	118440192	127610112	116659968	164130048	199709952	216339968	120689920	155369984
941	64049920	3310080	80730112	85920000	118259968	127639808	116429824	163840000	199419904	216150016	120569856	155069952
942	63480064	3740160	80429824	85730048	118070016	127640064	116019968	163699968	199109888	216009984	120230144	154989824
943	63320064	4400128	79790080	85560064	117910016	127660032	115820032	163350016	198939904	215710208	119929856	154700032
944	63020032	5399808	79539968	85389824	117740032	127520000	115619840	163209984	199069952	215529984	119729920	154409984
945	62840064	4760064	79200000	85229824	117580032	127420160	115439872	162899968	198780160	215379968	119580160	154100224
946	62780160	5370112	78899968	85010176	117410048	127099904	115289856	162720000	198479872	215089920	119280128	154080000
947	62489856	4869888	78660096	84809984	117260032	126980096	115350016	162650112	198190080	214909952	118929920	153789952
948	61129984	4250112	78370048	84640000	117110016	127010048	115369984	162360064	197900032	214729984	118729984	153489920
949	60960000	3950080	80029952	84470016	116930048	126950144	115260160	162190080	197560064	214539776	118539776	153210112
950	60270080	5420032	79689984	84310016	116750080	126659840	114969856	162169856	197259776	214400000	118340096	152849920
951	60179968	6070016	79389952	84099840	116579840	126330112	114899968	161900032	196920064	214230016	118040064	152679936
952	59879936	5679872	79100160	83900160	116429824	126610176	114609920	161609984	196669952	214060032	117850112	152770048
953	59590144	6119936	78799872	83740160	116280064	126459904	114330112	161550080	196630016	213879808	117829888	152480000
954	58990080	6610176	78330112	83559936	116000000	126469888	114030080	161260032	196320000	213809920	117670144	152179968
955	58790144	6329856	78060032	83409920	115760128	126180096	113830144	160960000	195990016	213519872	117329920	151879936
956	59320064	5960192	77769984	83190016	115619840	125880064	113619968	160819968	195699968	213220096	117200128	151579904
957	59429888	4989952	77440000	83009792	115459840	125590016	113149952	160519936	195350016	212989952	116900096	151280128
958	59420160	4669952	77100032	82799872	115289856	125550080	112719872	160360192	195179776	212819968	116549888	151149824
959	59910144	6619904	76800000	82620160	115170048	125260032	112590080	160370176	194880000	212699904	116400128	150800128
960	59820032	7299840	75600128	82470144	115020032	124940032	112460032	160069888	194830080	212400128	116049920	150810112
961	58799872	7699968	75289856	82249984	114749952	124940032	112320000	159780096	194540032	212109824	115889920	150550016
962	58660096	9470208	74979840	82089984	114400256	124570112	112029952	159480064	194240000	211919872	115529984	150259968
963	58779904	9449984	74690048	81900032	114099968	124250112	111930112	159379968	193890048	211749888	115340032	149959936
964	58680064	9059840	74350080	81760000	113900032	123919872	111510016	159089920	193580032	211790080	115020032	150120192
965	58390016	11369984	74060032	81530112	113750016	123600128	110750208	158990080	193400064	211610112	114809856	149779968
966	57260032	11040000	73430016	81380096	113590016	123170048	110510080	158690048	193280000	211480064	114609920	149489920
967	56940032	10000128	73129984	81139968	113280000	122819840	110230016	158380032	192989952	211119872	114259968	149149952
968	56590080	9569792	72829952	80960000	112809984	122500096	109649920	158319872	192700160	210940160	114139904	148829952
969	56280064	9270016	72540160	80750080	112489984	122180096	109169920	158019840	192509952	210639872	114040064	148539904
970	55990016	8930048	72239872	80589824	112199936	121890048	108840192	157730048	192329984	210569984	113880064	148230144
971	55760128	8429824	71909888	80370176	112059904	121729792	108430080	157639936	192209920	210269952	113590016	147939840
972	55419904	7990016	71200000	80179968	111890176	122530048	108389888	157350144	192029952	209970176	113400064	147649792
973	55120128	8380160	70850048	79930112	111740160	122200064	108310016	157280000	191740160	209679872	113090048	147350016
974	55080192	8100096	70560000	79749888	111590144	121889792	108100096	156999936	191619840	209379840	112969984	147180032
975	54780160	7990016	70259968	79579904	111419904	121590016	108020224	156649984	191350016	209199872	112689920	147620096
976	54449920	8150016	69959936	79369984	111259904	121289984	107729920	156539904	191069952	209100032	112349952	147330048
977	54099968	8079872	69659904	79209984	111110144	120999936	107439872	156229888	190919936	208800000	112139776	146990080
978	53820160	9899776	69370112	78990080	110960128	120670208	107249920	156130048	190630144	208509952	112019968	146700032
979	53629952	9449984	69070080	78810112	110790144	120359936	107190016	155830016	190489856	208359936	111729920	146400000
980	52320000	9159936	68770048	78640128	110530048	120049920	106899968	155699968	190190080	208029952	111380224	146100224
981	52240128	8770048	68440064	78479872	109839872	119750144	106190080	155399936	189900032	207849984	111190016	145819904
982	50660096	8229888	68150016	78269952	109549824	119450112	105779968	155240192	189710080	207709952	110970112	145519872
983	50540032	7650048	67849984	78100224	109110016	119119872	105570048	154929920	189550080	207599872	110159872	145240064
984	50449920	9229824	67510016	77929984	108450048	118820096	105280000	154700032	189409792	207460096	109959936	144940032
985	50390016	8829952	67200000	77750016	108019968	118500096	104920064	154599936	189120000	207170048	109639936	144499968
986	50300160	8529920	66899968	77550080	107630080	118179840	104770048	154329856	188979968	206980096	109319936	144200192
987	50220032	8200192	66590208	77369856	107360000	117870080	104539904	154149888	188649984	206839808	109149952	143899904
988	50320128	7820032	66289920	77159936	107179776	117570048	104230144	154119936	188339968	206729984	108830208	143609856
989	49979904	6609920	65999872	76989952	106820096	117279744	104029952	153830144	188140032	206439936	108780032	143449856
990	49890048	5880064	65700096	76839936	106409984	116979968	104000000	153530112	187830016	206149888	108570112	143610112
991	50019840	5459968	65410048	76679936	106020096	116580096	103809792	153469952	187660032	206000128	108369920	143300096
992	49920000	5289984	64610048	76509952	105600000	116190208	103450112	153179904	187360000	205960192	108029952	143009792
993	49760000	4869888	64290048	76349952	105379840	115820032	103149824	152890112	187179776	205669888	107899904	142720000
994	50750208	4509952	63980032	76109824	105159936	115800064	102999808	152800000	186999808	205369856	107600128	142429952
995	50590208	4130048	63689984	75940096	104979968	115479808	102710016	152489984	186870016	205050112	107300096	142139904
996	50519808	3630080	63390208	75760128	104829952	115190016	102569984	152429824	186729984	204709888	106989824	141850112
997	49840128	2810112	62660096	75539968	104560128	114889984	102279936	152140032	186440192	204519936	106799872	141499904
998	49499904	2680064	62349824	75360000	104329984	114589952	102120192	151849984	186290176	204359936	106660096	141369856
999	49299968	2710016	62010112	75149824	104150016	114089984	101830144	151680000	185999872	204040192	106370048	141080064
												
												
												
